music_neu_3
0 0:0.05 1:0.55 2:0.4 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.0 1:1.0 2:0.0 

music_neu_129
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.923076923077 2:0.0769230769231 
0 0:0.0 1:0.875 2:0.125 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.0769230769231 1:0.846153846154 2:0.0769230769231 
0 0:0.0 1:1.0 2:0.0 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.416666666667 1:0.5 2:0.0833333333333 
0 0:0.375 1:0.625 2:0.0 
0 0:0.0952380952381 1:0.761904761905 2:0.142857142857 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0588235294118 1:0.941176470588 2:0.0 
0 0:0.1 1:0.8 2:0.1 
0 0:0.142857142857 1:0.714285714286 2:0.142857142857 
0 0:0.0 1:1.0 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.105263157895 1:0.894736842105 2:0.0 
0 0:0.0 1:0.923076923077 2:0.0769230769231 
0 0:0.222222222222 1:0.666666666667 2:0.111111111111 

videogames_neu_8
-1 0:0.571428571429 1:0.4 2:0.0285714285714 
0 0:0.125 1:0.875 2:0.0 
0 0:0.166666666667 1:0.5 2:0.333333333333 
0 0:0.5 1:0.25 2:0.25 
0 0:0.5 1:0.5 2:0.0 
0 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.444444444444 1:0.444444444444 2:0.111111111111 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.157894736842 1:0.789473684211 2:0.0526315789474 

videogames_neu_14
-1 0:0.222222222222 1:0.666666666667 2:0.111111111111 
0 0:0.0681818181818 1:0.840909090909 2:0.0909090909091 
0 0:0.0 1:1.0 2:0.0 
0 0:0.1 1:0.9 2:0.0 
0 0:0.0 1:0.818181818182 2:0.181818181818 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.0588235294118 1:0.882352941176 2:0.0588235294118 
0 0:0.230769230769 1:0.692307692308 2:0.0769230769231 
0 0:0.0 1:0.857142857143 2:0.142857142857 
0 0:0.571428571429 1:0.142857142857 2:0.285714285714 
0 0:0.357142857143 1:0.642857142857 2:0.0 
0 0:0.25 1:0.625 2:0.125 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.125 1:0.75 2:0.125 
0 0:0.0833333333333 1:0.833333333333 2:0.0833333333333 
0 0:0.307692307692 1:0.384615384615 2:0.307692307692 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.555555555556 1:0.444444444444 2:0.0 
0 0:0.25 1:0.6875 2:0.0625 
0 0:0.153846153846 1:0.846153846154 2:0.0 

books_neu_40
0 0:0.137931034483 1:0.586206896552 2:0.275862068966 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.4 2:0.6 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.142857142857 1:0.785714285714 2:0.0714285714286 
0 0:0.0 1:0.846153846154 2:0.153846153846 
0 0:0.111111111111 1:0.777777777778 2:0.111111111111 
0 0:0.0909090909091 1:0.818181818182 2:0.0909090909091 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 

books_neg_23
0 0:0.125 1:0.875 2:0.0 
0 0:0.75 1:0.25 2:0.0 
0 0:0.25 1:0.625 2:0.125 
0 0:0.5 1:0.5 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.75 1:0.25 2:0.0 
0 0:0.333333333333 1:0.166666666667 2:0.5 
0 0:0.571428571429 1:0.428571428571 2:0.0 
-1 0:0.666666666667 1:0.333333333333 2:0.0 

electronics_neu_45
0 0:0.416666666667 1:0.541666666667 2:0.0416666666667 
0 0:0.6 1:0.4 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.466666666667 1:0.533333333333 2:0.0 
0 0:0.111111111111 1:0.777777777778 2:0.111111111111 
0 0:0.2 1:0.6 2:0.2 

videogames_pos_42
0 0:0.25 1:0.5 2:0.25 
0 0:0.142857142857 1:0.857142857143 2:0.0 
-1 0:0.133333333333 1:0.8 2:0.0666666666667 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.1 1:0.9 2:0.0 
0 0:0.0 1:0.947368421053 2:0.0526315789474 
0 0:0.1 1:0.7 2:0.2 
0 0:0.0833333333333 1:0.5 2:0.416666666667 
0 0:0.0833333333333 1:0.666666666667 2:0.25 
0 0:0.25 1:0.5 2:0.25 
0 0:0.125 1:0.5 2:0.375 
0 0:0.230769230769 1:0.461538461538 2:0.307692307692 
0 0:0.333333333333 1:0.333333333333 2:0.333333333333 
0 0:0.5 1:0.5 2:0.0 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.142857142857 1:0.428571428571 2:0.428571428571 

videogames_neg_21
0 0:0.3125 1:0.625 2:0.0625 
0 0:0.428571428571 1:0.428571428571 2:0.142857142857 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.142857142857 1:0.642857142857 2:0.214285714286 
0 0:0.428571428571 1:0.428571428571 2:0.142857142857 
0 0:0.153846153846 1:0.769230769231 2:0.0769230769231 
0 0:0.5 1:0.5 2:0.0 

music_pos_21
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.142857142857 1:0.428571428571 2:0.428571428571 
0 0:0.25 1:0.25 2:0.5 
0 0:0.125 1:0.5 2:0.375 
0 0:0.5 1:0.5 2:0.0 
0 0:0.2 1:0.7 2:0.1 

music_neg_113
0 0:0.0 1:1.0 2:0.0 
0 0:0.363636363636 1:0.636363636364 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.3 1:0.6 2:0.1 
0 0:0.25 1:0.375 2:0.375 
0 0:0.277777777778 1:0.722222222222 2:0.0 
0 0:0.0 1:1.0 2:0.0 

dvds_pos_62
0 0:0.0114942528736 1:0.505747126437 2:0.48275862069 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0714285714286 1:0.714285714286 2:0.214285714286 
0 0:0.054347826087 1:0.434782608696 2:0.510869565217 
0 0:0.0 1:0.916666666667 2:0.0833333333333 
0 0:0.0689655172414 1:0.862068965517 2:0.0689655172414 
-1 0:0.205882352941 1:0.470588235294 2:0.323529411765 
0 0:0.0810810810811 1:0.891891891892 2:0.027027027027 
0 0:0.15 1:0.8 2:0.05 

music_neu_11
0 0:0.0 1:1.0 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.210526315789 1:0.789473684211 2:0.0 
0 0:0.192307692308 1:0.769230769231 2:0.0384615384615 
0 0:0.125 1:0.875 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.214285714286 1:0.785714285714 2:0.0 
0 0:0.0714285714286 1:0.857142857143 2:0.0714285714286 
0 0:0.461538461538 1:0.538461538462 2:0.0 
0 0:0.0 1:1.0 2:0.0 

dvds_neg_38
-1 0:0.5 1:0.375 2:0.125 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.875 2:0.125 
0 0:0.25 1:0.666666666667 2:0.0833333333333 
0 0:0.416666666667 1:0.5 2:0.0833333333333 
0 0:0.4 1:0.6 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.214285714286 1:0.785714285714 2:0.0 
0 0:0.1 1:0.9 2:0.0 

videogames_neg_29
0 0:0.0344827586207 1:0.931034482759 2:0.0344827586207 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.15625 1:0.75 2:0.09375 
0 0:0.0769230769231 1:0.897435897436 2:0.025641025641 
0 0:0.0 1:0.9375 2:0.0625 
0 0:0.0 1:0.866666666667 2:0.133333333333 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.0833333333333 1:0.916666666667 2:0.0 

books_neu_97
0 0:0.0 1:0.965517241379 2:0.0344827586207 
0 0:0.142857142857 1:0.428571428571 2:0.428571428571 
0 0:0.0 1:0.909090909091 2:0.0909090909091 
0 0:0.153846153846 1:0.538461538462 2:0.307692307692 
-1 0:0.375 1:0.5 2:0.125 
0 0:0.571428571429 1:0.428571428571 2:0.0 
0 0:0.272727272727 1:0.636363636364 2:0.0909090909091 
-1 0:0.6 1:0.4 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.333333333333 1:0.666666666667 2:0.0 

music_neg_97
0 0:0.384615384615 1:0.615384615385 2:0.0 
0 0:0.65 1:0.35 2:0.0 
-1 0:0.2 1:0.8 2:0.0 
0 0:0.469387755102 1:0.489795918367 2:0.0408163265306 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.0416666666667 1:0.833333333333 2:0.125 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0555555555556 1:0.888888888889 2:0.0555555555556 
0 0:0.375 1:0.625 2:0.0 

electronics_neg_14
0 0:0.0 1:1.0 2:0.0 
-1 0:0.266666666667 1:0.4 2:0.333333333333 
-1 0:0.533333333333 1:0.4 2:0.0666666666667 
0 0:0.363636363636 1:0.545454545455 2:0.0909090909091 
-1 0:0.6 1:0.4 2:0.0 
0 0:0.642857142857 1:0.357142857143 2:0.0 
0 0:0.25 1:0.625 2:0.125 
0 0:0.111111111111 1:0.888888888889 2:0.0 

music_neg_69
0 0:0.0909090909091 1:0.818181818182 2:0.0909090909091 
0 0:0.448275862069 1:0.51724137931 2:0.0344827586207 
0 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.375 1:0.5 2:0.125 
0 0:0.0 1:1.0 2:0.0 
0 0:0.75 1:0.25 2:0.0 

dvds_pos_26
0 0:0.037037037037 1:0.5 2:0.462962962963 
0 0:0.0 1:0.5 2:0.5 
0 0:0.0 1:0.6 2:0.4 
0 0:0.0 1:0.454545454545 2:0.545454545455 
0 0:0.166666666667 1:0.5 2:0.333333333333 
-1 0:0.4 1:0.6 2:0.0 
0 0:0.166666666667 1:0.5 2:0.333333333333 
-1 0:0.333333333333 1:0.0 2:0.666666666667 

music_neg_80
0 0:0.444444444444 1:0.555555555556 2:0.0 
0 0:0.238095238095 1:0.761904761905 2:0.0 
0 0:0.04 1:0.84 2:0.12 
0 0:0.105263157895 1:0.842105263158 2:0.0526315789474 
0 0:0.363636363636 1:0.636363636364 2:0.0 
0 0:0.136363636364 1:0.818181818182 2:0.0454545454545 
0 0:0.4 1:0.55 2:0.05 
0 0:0.4375 1:0.5 2:0.0625 
0 0:0.333333333333 1:0.6 2:0.0666666666667 
0 0:0.454545454545 1:0.545454545455 2:0.0 
0 0:0.342857142857 1:0.657142857143 2:0.0 
0 0:0.157894736842 1:0.842105263158 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.318181818182 1:0.590909090909 2:0.0909090909091 
0 0:0.294117647059 1:0.647058823529 2:0.0588235294118 
0 0:0.166666666667 1:0.833333333333 2:0.0 

books_pos_120
-1 0:0.1 1:0.4 2:0.5 
0 0:0.1875 1:0.4375 2:0.375 
0 0:0.0 1:0.461538461538 2:0.538461538462 
0 0:0.0 1:1.0 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.916666666667 2:0.0833333333333 
0 0:0.0909090909091 1:0.545454545455 2:0.363636363636 
0 0:0.0 1:0.470588235294 2:0.529411764706 
0 0:0.15 1:0.5 2:0.35 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.25 1:0.5 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 

dvds_neg_42
0 0:0.16 1:0.72 2:0.12 
0 0:0.4 1:0.5 2:0.1 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
0 0:0.363636363636 1:0.636363636364 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.142857142857 1:0.714285714286 2:0.142857142857 
0 0:0.25 1:0.583333333333 2:0.166666666667 
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:1.0 2:0.0 

dvds_neg_34
0 0:0.25 1:0.75 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0294117647059 1:0.941176470588 2:0.0294117647059 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:0.857142857143 2:0.142857142857 
0 0:0.5 1:0.25 2:0.25 
0 0:0.571428571429 1:0.428571428571 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.466666666667 1:0.533333333333 2:0.0 
0 0:0.384615384615 1:0.538461538462 2:0.0769230769231 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.375 1:0.625 2:0.0 
0 0:0.454545454545 1:0.545454545455 2:0.0 
0 0:0.0 1:0.4 2:0.6 
0 0:0.333333333333 1:0.555555555556 2:0.111111111111 
0 0:0.2 1:0.7 2:0.1 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.1 1:0.8 2:0.1 
0 0:0.166666666667 1:0.833333333333 2:0.0 

dvds_neg_3
-1 0:0.543859649123 1:0.421052631579 2:0.0350877192982 
0 0:0.0 1:1.0 2:0.0 
0 0:0.222222222222 1:0.722222222222 2:0.0555555555556 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.375 1:0.625 2:0.0 
0 0:0.0 1:1.0 2:0.0 

videogames_pos_9
0 0:0.0625 1:0.8125 2:0.125 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.25 2:0.75 
0 0:0.0833333333333 1:0.416666666667 2:0.5 
0 0:0.4 1:0.6 2:0.0 
1 0:0.142857142857 1:0.642857142857 2:0.214285714286 
0 0:0.266666666667 1:0.733333333333 2:0.0 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.285714285714 1:0.285714285714 2:0.428571428571 

videogames_neu_0
0 0:0.0769230769231 1:0.846153846154 2:0.0769230769231 
0 0:0.375 1:0.625 2:0.0 
0 0:0.0833333333333 1:0.75 2:0.166666666667 
0 0:0.25 1:0.75 2:0.0 
0 0:0.05 1:0.95 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.142857142857 1:0.571428571429 2:0.285714285714 
0 0:0.6 1:0.4 2:0.0 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.461538461538 1:0.538461538462 2:0.0 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.473684210526 1:0.473684210526 2:0.0526315789474 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.545454545455 1:0.363636363636 2:0.0909090909091 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 

books_neu_73
0 0:0.0909090909091 1:0.863636363636 2:0.0454545454545 
0 0:0.1 1:0.85 2:0.05 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.0 1:0.923076923077 2:0.0769230769231 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.866666666667 2:0.133333333333 
0 0:0.0 1:0.95 2:0.05 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.933333333333 2:0.0666666666667 
0 0:0.0625 1:0.875 2:0.0625 
0 0:0.0 1:1.0 2:0.0 
0 0:0.133333333333 1:0.866666666667 2:0.0 
0 0:0.0714285714286 1:0.928571428571 2:0.0 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 

books_neg_113
0 0:0.457142857143 1:0.514285714286 2:0.0285714285714 
0 0:0.5 1:0.428571428571 2:0.0714285714286 
0 0:0.588235294118 1:0.411764705882 2:0.0 
0 0:0.346153846154 1:0.576923076923 2:0.0769230769231 
0 0:0.0689655172414 1:0.931034482759 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.451612903226 1:0.548387096774 2:0.0 
0 0:0.470588235294 1:0.5 2:0.0294117647059 
0 0:0.133333333333 1:0.666666666667 2:0.2 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 

music_neu_46
0 0:0.0 1:1.0 2:0.0 
0 0:0.153846153846 1:0.769230769231 2:0.0769230769231 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.291666666667 1:0.708333333333 2:0.0 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.0 1:1.0 2:0.0 

dvds_neg_7
0 0:0.456140350877 1:0.473684210526 2:0.0701754385965 
0 0:0.636363636364 1:0.363636363636 2:0.0 
0 0:0.1 1:0.825 2:0.075 
0 0:0.297872340426 1:0.617021276596 2:0.0851063829787 
0 0:0.136363636364 1:0.772727272727 2:0.0909090909091 
0 0:0.548387096774 1:0.387096774194 2:0.0645161290323 
0 0:0.6 1:0.3 2:0.1 
0 0:0.307692307692 1:0.384615384615 2:0.307692307692 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.4 1:0.5 2:0.1 

electronics_neg_22
0 0:0.0 1:0.909090909091 2:0.0909090909091 
0 0:0.375 1:0.5 2:0.125 
0 0:0.5 1:0.5 2:0.0 
0 0:0.583333333333 1:0.416666666667 2:0.0 
0 0:0.333333333333 1:0.625 2:0.0416666666667 
0 0:0.55 1:0.45 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.3 1:0.7 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.3125 1:0.6875 2:0.0 
0 0:0.454545454545 1:0.545454545455 2:0.0 
0 0:0.576923076923 1:0.423076923077 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.1 1:0.9 2:0.0 
0 0:0.5 1:0.5 2:0.0 

electronics_neg_24
0 0:0.166666666667 1:0.75 2:0.0833333333333 
0 0:0.0769230769231 1:0.923076923077 2:0.0 
0 0:0.238095238095 1:0.714285714286 2:0.047619047619 
-1 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.40625 1:0.5625 2:0.03125 
-1 0:0.16 1:0.8 2:0.04 

music_neu_124
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.111111111111 1:0.833333333333 2:0.0555555555556 
0 0:0.0 1:1.0 2:0.0 
0 0:0.571428571429 1:0.428571428571 2:0.0 
0 0:0.0588235294118 1:0.882352941176 2:0.0588235294118 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.166666666667 1:0.75 2:0.0833333333333 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.25 1:0.6875 2:0.0625 
-1 0:0.190476190476 1:0.761904761905 2:0.047619047619 
0 0:0.0 1:0.75 2:0.25 
0 0:0.125 1:0.875 2:0.0 
0 0:0.0888888888889 1:0.911111111111 2:0.0 
-1 0:0.148148148148 1:0.62962962963 2:0.222222222222 
-1 0:0.666666666667 1:0.333333333333 2:0.0 

electronics_pos_18
0 0:0.0 1:0.857142857143 2:0.142857142857 
0 0:0.2 1:0.8 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.125 1:0.875 2:0.0 
0 0:0.2 1:0.6 2:0.2 
0 0:0.0 1:1.0 2:0.0 
0 0:0.2 1:0.8 2:0.0 

videogames_neu_38
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.0909090909091 1:0.863636363636 2:0.0454545454545 
0 0:0.0714285714286 1:0.714285714286 2:0.214285714286 
0 0:0.4375 1:0.5 2:0.0625 
0 0:0.157894736842 1:0.526315789474 2:0.315789473684 
0 0:0.148148148148 1:0.555555555556 2:0.296296296296 
0 0:0.857142857143 1:0.142857142857 2:0.0 
0 0:0.5 1:0.166666666667 2:0.333333333333 
0 0:0.181818181818 1:0.545454545455 2:0.272727272727 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.5 1:0.357142857143 2:0.142857142857 
0 0:0.230769230769 1:0.692307692308 2:0.0769230769231 
0 0:0.461538461538 1:0.461538461538 2:0.0769230769231 
0 0:0.25 1:0.75 2:0.0 
0 0:0.4 1:0.2 2:0.4 
0 0:0.222222222222 1:0.333333333333 2:0.444444444444 
0 0:0.28 1:0.64 2:0.08 
0 0:0.352941176471 1:0.470588235294 2:0.176470588235 
0 0:0.230769230769 1:0.615384615385 2:0.153846153846 

music_pos_29
-1 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.0 1:1.0 2:0.0 
0 0:0.105263157895 1:0.526315789474 2:0.368421052632 
0 0:0.0 1:0.961538461538 2:0.0384615384615 
0 0:0.1 1:0.9 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.357142857143 2:0.642857142857 
0 0:0.1 1:0.5 2:0.4 
0 0:0.0454545454545 1:0.909090909091 2:0.0454545454545 
0 0:0.0740740740741 1:0.888888888889 2:0.037037037037 
0 0:0.0344827586207 1:0.51724137931 2:0.448275862069 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.2 1:0.5 2:0.3 
0 0:0.0 1:0.727272727273 2:0.272727272727 
0 0:0.272727272727 1:0.727272727273 2:0.0 
0 0:0.0 1:0.909090909091 2:0.0909090909091 
0 0:0.2 1:0.5 2:0.3 

electronics_neu_63
0 0:0.1 1:0.55 2:0.35 
0 0:0.222222222222 1:0.722222222222 2:0.0555555555556 
0 0:0.375 1:0.625 2:0.0 
0 0:0.5 1:0.416666666667 2:0.0833333333333 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.0625 1:0.9375 2:0.0 
0 0:0.2 1:0.733333333333 2:0.0666666666667 
0 0:0.2 1:0.8 2:0.0 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.0833333333333 1:0.75 2:0.166666666667 
0 0:0.125 1:0.6875 2:0.1875 
0 0:0.0666666666667 1:0.933333333333 2:0.0 

electronics_neu_10
0 0:0.0 1:0.75 2:0.25 
0 0:0.0666666666667 1:0.9 2:0.0333333333333 
0 0:0.115384615385 1:0.884615384615 2:0.0 
0 0:0.266666666667 1:0.733333333333 2:0.0 
0 0:0.133333333333 1:0.6 2:0.266666666667 
0 0:0.2 1:0.5 2:0.3 
0 0:0.214285714286 1:0.785714285714 2:0.0 
0 0:0.384615384615 1:0.615384615385 2:0.0 
0 0:0.6 1:0.4 2:0.0 
0 0:0.625 1:0.375 2:0.0 
0 0:0.387096774194 1:0.612903225806 2:0.0 
0 0:0.444444444444 1:0.555555555556 2:0.0 
0 0:0.636363636364 1:0.272727272727 2:0.0909090909091 
0 0:0.0 1:0.818181818182 2:0.181818181818 
0 0:0.0666666666667 1:0.933333333333 2:0.0 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.0526315789474 1:0.894736842105 2:0.0526315789474 

dvds_neu_1
0 0:0.027027027027 1:0.959459459459 2:0.0135135135135 
0 0:0.0 1:0.814814814815 2:0.185185185185 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.0277777777778 1:0.888888888889 2:0.0833333333333 
0 0:0.030303030303 1:0.924242424242 2:0.0454545454545 
0 0:0.103448275862 1:0.862068965517 2:0.0344827586207 
0 0:0.0 1:0.826086956522 2:0.173913043478 
0 0:0.0769230769231 1:0.384615384615 2:0.538461538462 
0 0:0.0909090909091 1:0.636363636364 2:0.272727272727 
0 0:0.0294117647059 1:0.941176470588 2:0.0294117647059 
0 0:0.0975609756098 1:0.853658536585 2:0.0487804878049 

dvds_neu_49
0 0:0.0769230769231 1:0.769230769231 2:0.153846153846 
0 0:0.04 1:0.96 2:0.0 
0 0:0.516129032258 1:0.41935483871 2:0.0645161290323 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.111111111111 1:0.777777777778 2:0.111111111111 
0 0:0.0 1:0.619047619048 2:0.380952380952 
0 0:0.125 1:0.8125 2:0.0625 
0 0:0.0666666666667 1:0.466666666667 2:0.466666666667 
0 0:0.0 1:0.923076923077 2:0.0769230769231 

books_pos_127
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.8 2:0.2 
0 0:0.0 1:1.0 2:0.0 
0 0:0.153846153846 1:0.653846153846 2:0.192307692308 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.0 1:0.96 2:0.04 
0 0:0.0 1:1.0 2:0.0 
0 0:0.047619047619 1:0.904761904762 2:0.047619047619 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.125 1:0.75 2:0.125 
0 0:0.0 1:0.833333333333 2:0.166666666667 

electronics_pos_44
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.2 1:0.4 2:0.4 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
-1 0:0.1875 1:0.625 2:0.1875 
0 0:0.137931034483 1:0.448275862069 2:0.413793103448 
0 0:0.0 1:0.8 2:0.2 
0 0:0.0 1:0.25 2:0.75 
0 0:0.05 1:0.666666666667 2:0.283333333333 
0 0:0.1875 1:0.8125 2:0.0 
0 0:0.0833333333333 1:0.833333333333 2:0.0833333333333 
0 0:0.0 1:0.9 2:0.1 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.12 1:0.88 2:0.0 
0 0:0.0588235294118 1:0.705882352941 2:0.235294117647 
0 0:0.108695652174 1:0.739130434783 2:0.152173913043 
0 0:0.153846153846 1:0.692307692308 2:0.153846153846 
0 0:0.285714285714 1:0.285714285714 2:0.428571428571 
0 0:0.0 1:1.0 2:0.0 
0 0:0.142857142857 1:0.785714285714 2:0.0714285714286 
-1 0:0.4 1:0.6 2:0.0 

videogames_neu_15
0 0:0.0555555555556 1:0.944444444444 2:0.0 
0 0:0.307692307692 1:0.692307692308 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.3 1:0.7 2:0.0 
0 0:0.181818181818 1:0.727272727273 2:0.0909090909091 
